nums/length_username,fullnameWords,nums/length_fullname,name==username,descriptionLength,external URL,private,#posts,#followers,#follows
0.0,2,0.0,0,23,1,0,643.0,14766.0,3386.0
0.0,1,0.0,0,16,1,0,391.0,13682.0,122.0
0.0,2,0.0,0,27,0,0,919.0,545.0,2337.0
0.0,4,0.0,0,21,1,0,410.0,673.0,188.0
0.0,1,,0,15,0,0,1.0,63.0,256.0
0.0,3,0.0,0,22,1,0,65.0,868.0,373.0
0.0,2,0.0,0,17,1,0,95.0,720.0,1808.0
0.0,2,0.0,0,16,1,0,1079.0,2124.0,3805.0
0.0,3,0.0,0,26,1,0,83.0,146.0,96.0
0.0,3,0.0,0,20,1,0,97.0,10951.0,7624.0
0.0,1,0.0,0,1,0,1,0.0,2768.0,1963.0
0.11764705882352941,2,0.0,0,9,0,0,129.0,11810.0,2827.0
0.0,6,0.0,0,9,0,1,17.0,1282.0,1040.0
0.0,3,0.0,0,18,1,0,340.0,1944.0,3803.0
0.0,6,0.0,0,22,1,0,168.0,1572.0,1297.0
0.1111111111111111,1,0.0,0,24,0,1,0.0,3.0,152.0
0.0,1,0.0,0,1,0,0,1.0,22.0,238.0
0.0,5,0.0,0,23,1,0,173.0,2802.0,341.0
0.0,3,0.0,0,18,1,0,268.0,962.0,855.0
0.0,1,,0,16,1,0,3.0,44.0,29.0
0.06896551724137931,3,0.0,0,22,0,0,125.0,1627.0,7292.0
0.0,4,0.0,0,20,1,0,950.0,3330.0,6503.0
0.0,3,0.0,0,17,1,0,130.0,1354.0,4031.0
0.07142857142857142,1,0.0,0,18,1,0,1030.0,33543.0,2865.0
0.0,3,0.0,0,22,1,0,1.0,4601.0,3119.0
0.0,3,0.0,0,16,1,0,2002.0,5405.0,3605.0
0.0,3,0.0,0,12,1,0,99.0,128.0,251.0
0.0,1,0.0,0,21,1,0,5705.0,8387.0,867.0
0.0,4,0.0,0,19,1,0,67.0,644.0,247.0
0.0,1,0.0,0,12,1,0,68.0,118.0,1787.0
0.0,2,0.0,0,24,1,0,13.0,173.0,549.0
0.0,5,0.0,0,18,1,0,2207.0,20920.0,3443.0
0.0,1,0.0,1,21,1,0,121.0,991.0,2094.0
0.0,5,0.0,0,23,1,0,310.0,2465.0,443.0
0.0,4,0.0,0,18,0,0,39.0,532.0,452.0
0.0,2,0.0,0,15,1,0,318.0,4246.0,1645.0
0.0,7,0.0,0,15,1,0,79.0,526.0,1959.0
0.0,1,0.0,0,20,1,0,757.0,6435.0,349.0
0.0,9,0.0,0,24,1,0,373.0,1307.0,801.0
0.0,2,0.0,0,21,1,0,337.0,823.0,462.0
0.0,1,0.0,0,23,1,0,132.0,12391.0,4151.0
0.125,8,0.0,0,20,1,0,805.0,23513.0,2502.0
0.0,4,0.0,0,17,1,0,887.0,77571.0,2382.0
0.0,2,0.0,0,4,0,0,13.0,17.0,24.0
0.0,2,0.0,0,25,1,0,955.0,6354.0,3570.0
0.0,4,0.0,0,20,1,0,376.0,469.0,698.0
0.0,2,0.0,0,19,1,0,273.0,421.0,334.0
0.0,2,0.0,0,18,1,0,164.0,29223.0,7481.0
0.0,3,0.0,0,15,1,0,94.0,2531.0,3184.0
0.0,3,0.0,0,16,0,0,10.0,576.0,476.0
0.0,4,0.0,0,19,1,0,180.0,257.0,255.0
0.0,4,0.0,0,14,1,0,814.0,3381.0,2105.0
0.0,5,0.0,0,26,1,0,1777.0,61204.0,2391.0
0.0,1,0.0,0,1,0,1,0.0,62.0,5733.0
0.0,2,0.0,0,13,1,0,745.0,534.0,556.0
0.4,1,0.0,0,21,0,1,906.0,1042.0,3106.0
0.0,2,0.0,0,21,1,0,0.0,115.0,741.0
0.0,5,0.0,0,12,1,0,28.0,104.0,30.0
0.0,2,0.0,0,24,1,0,243.0,693.0,266.0
0.06666666666666667,2,0.06666666666666667,0,1,1,0,34.0,932.0,5184.0
0.0,3,0.0,0,21,1,0,527.0,13665.0,605.0
0.0,2,0.0,0,10,0,0,95.0,396.0,1842.0
0.0,1,0.0,0,14,1,0,436.0,9912.0,6870.0
0.0,6,0.0,0,21,1,0,184.0,3886.0,988.0
0.0,3,0.0,0,15,1,0,59.0,1071.0,4629.0
0.0,2,0.0,0,29,1,0,178.0,2385.0,5007.0
0.0,2,0.0,0,18,1,0,2217.0,59772.0,5763.0
0.18181818181818182,2,0.0,0,1,0,1,0.0,3.0,1374.0
0.0,3,0.0,0,1,0,1,410.0,383.0,2172.0
0.0,2,0.0,0,1,0,1,875.0,165.0,1242.0
0.0,2,0.0,0,1,0,0,325.0,275.0,2223.0
0.15789473684210525,2,0.0,0,1,0,0,0.0,371.0,7524.0
0.0,1,0.0,0,1,0,1,0.0,0.0,7500.0
0.0,2,0.0,0,7,0,0,564.0,634.0,577.0
0.0,1,0.0,0,1,0,1,1086.0,391.0,3524.0
0.0,2,0.0,0,24,1,0,489.0,527.0,512.0
0.2857142857142857,2,0.0,0,1,0,1,26.0,219.0,7499.0
0.0,4,0.0,0,23,1,0,149.0,610.0,337.0
0.0,2,0.0,0,1,0,0,0.0,664.0,3346.0
0.0,2,0.0,0,1,0,0,0.0,313.0,678.0
0.5,3,0.0,0,1,1,0,107.0,235.0,587.0
0.0,4,0.0,0,1,0,1,51.0,99.0,311.0
0.0,2,0.0,0,14,0,1,1191.0,446.0,7502.0
0.0,1,0.0,0,21,0,0,457.0,208.0,2845.0
0.0,3,0.0,0,21,0,0,7.0,2254.0,7259.0
0.0,4,0.0,0,20,1,0,234.0,1291.0,3177.0
0.0,3,0.0,0,1,0,0,0.0,340.0,648.0
0.0,2,0.0,0,7,1,0,427.0,1502.0,2130.0
0.0,2,0.0,0,15,0,0,250.0,780.0,1397.0
0.2222222222222222,2,0.0,0,11,0,1,737.0,636.0,7501.0
0.0,2,0.0,0,11,1,0,493.0,1919.0,1827.0
0.0,1,0.0,0,12,1,0,236.0,4321.0,738.0
0.0,2,0.0,0,13,1,0,50.0,264.0,61.0
0.0,2,0.0,0,22,1,0,700.0,1062.0,490.0
0.0,2,0.0,0,17,1,0,873.0,961.0,6751.0
0.0,8,0.0,0,23,0,0,519.0,3379.0,1422.0
0.0,2,0.0,0,24,1,0,727.0,2569.0,4254.0
0.0,4,0.0,0,23,1,0,340.0,3026.0,396.0
0.0,2,0.0,0,1,0,1,82.0,176.0,266.0
0.0,1,0.0,0,17,1,0,247.0,2117.0,1140.0
0.125,2,0.0,0,3,0,1,1789.0,1305.0,2177.0
0.3333333333333333,1,0.0,0,12,1,0,856.0,1344.0,909.0
0.0,1,0.0,0,21,1,0,3.0,911.0,5858.0
0.0,4,0.0,0,26,1,0,232.0,4106.0,3538.0
0.0,4,0.0,0,22,1,0,694.0,1076.0,2298.0
0.0,4,0.0,0,17,1,0,42.0,689.0,2046.0
0.0,1,0.0,0,20,0,0,219.0,608.0,1334.0
0.0,3,0.0,0,10,1,1,91.0,134.0,270.0
0.06666666666666667,4,0.05555555555555555,0,26,1,0,2710.0,6923.0,4882.0
0.0,2,0.0,0,1,0,0,24.0,68.0,6808.0
0.26666666666666666,1,0.0,0,1,0,0,16.0,20.0,6865.0
0.3333333333333333,1,,0,1,0,0,12.0,17.0,6869.0
0.3333333333333333,2,0.0,0,1,0,0,12.0,25.0,5446.0
0.6153846153846154,1,0.0,0,1,0,0,12.0,25.0,6387.0
0.0,1,0.0,0,1,0,0,16.0,18.0,5144.0
0.0,4,0.0,0,21,1,0,1197.0,1658.0,391.0
0.23529411764705882,1,0.0,0,1,0,0,19.0,45.0,6524.0
0.0,2,0.0,0,7,0,0,36.0,177.0,5104.0
0.0,2,0.0,0,1,0,0,24.0,36.0,6800.0
0.18181818181818182,1,0.18181818181818182,1,1,0,0,22.0,7.0,4226.0
0.0,2,0.0,0,1,0,0,24.0,25.0,6815.0
0.15384615384615385,2,0.0,0,1,0,0,22.0,222.0,4231.0
0.0,2,0.0,0,1,0,0,24.0,89.0,6255.0
0.36363636363636365,2,0.0,0,1,0,0,20.0,19.0,5072.0
0.0,2,0.0,0,1,0,0,24.0,45.0,6762.0
0.36363636363636365,2,0.0,0,26,0,0,52.0,555.0,6754.0
0.0,2,0.0,0,9,0,0,38.0,348.0,4252.0
0.0,2,0.0,0,1,0,0,24.0,38.0,6780.0
0.0,3,0.0,0,12,0,0,2020.0,5637.0,4081.0
0.4444444444444444,2,0.0,0,1,0,0,20.0,36.0,6839.0
0.0,1,,0,11,0,0,11.0,41.0,6114.0
0.0,1,,0,1,0,0,12.0,11.0,4131.0
0.375,1,,0,1,0,0,16.0,17.0,4798.0
0.0,1,0.0,0,1,0,0,8.0,19.0,5699.0
0.36363636363636365,2,0.0,0,1,0,0,20.0,35.0,6801.0
0.18181818181818182,2,0.0,0,1,0,0,16.0,28.0,3044.0
0.0,1,0.0,0,6,0,0,11.0,104.0,5337.0
0.3333333333333333,1,0.2222222222222222,0,8,0,0,9.0,93.0,4973.0
0.2222222222222222,1,0.0,0,1,0,0,16.0,10.0,3379.0
0.0,2,0.0,0,1,0,0,12.0,15.0,3823.0
0.0,1,0.0,0,1,0,0,11.0,4.0,3227.0
0.0,1,0.0,1,1,0,0,8.0,27.0,6845.0
0.2727272727272727,1,0.0,0,1,0,0,16.0,14.0,3411.0
0.2,1,0.0,0,1,0,0,11.0,13.0,4146.0
0.0,2,0.0,0,1,0,0,11.0,16.0,6922.0
0.375,2,0.0,0,11,0,0,12.0,96.0,6614.0
0.3333333333333333,1,,0,9,0,0,34.0,39.0,6279.0
0.0,1,0.0,0,7,0,0,14.0,21.0,6814.0
0.2,1,0.0,0,9,0,0,43.0,97.0,6853.0
0.0,2,0.0,0,1,0,0,12.0,18.0,5558.0
0.0,1,,0,11,0,0,11.0,19.0,6396.0
0.1111111111111111,1,0.0,0,1,0,0,13.0,25.0,6857.0
0.0,1,,0,1,0,0,11.0,10.0,2170.0
0.0,2,0.0,0,1,0,0,162.0,23.0,6621.0
0.0,1,0.0,0,1,0,0,38.0,31.0,6564.0
0.4,2,0.0,0,1,0,0,13.0,28.0,5663.0
0.0,1,0.0,0,1,0,0,145.0,96.0,6041.0
0.15384615384615385,1,1.0,0,6,0,0,50.0,52.0,5732.0
0.2222222222222222,2,0.0,0,1,0,0,21.0,15.0,6828.0
0.5,1,0.0,0,1,0,0,51.0,12.0,4616.0
0.10526315789473684,1,,0,1,0,0,12.0,29.0,4105.0
0.3333333333333333,1,,0,1,0,0,63.0,38.0,5924.0
0.0,2,0.0,0,1,0,0,12.0,22.0,6852.0
0.0,1,,0,4,0,0,141.0,72.0,6797.0
0.0,1,0.0,0,1,0,0,13.0,33.0,6651.0
0.18181818181818182,2,0.0,0,1,0,0,44.0,98.0,5636.0
0.5333333333333333,1,0.36363636363636365,0,1,0,0,11.0,49.0,6789.0
0.26666666666666666,1,0.0,0,1,0,0,14.0,71.0,6850.0
0.0,1,0.0,0,1,0,0,9.0,104.0,6838.0
0.16666666666666666,3,0.0,0,1,0,0,55.0,191.0,5932.0
0.0,1,0.0,0,2,0,0,13.0,39.0,6882.0
0.0,6,0.03333333333333333,0,16,1,0,181.0,379.0,2205.0
0.3,2,0.0,0,15,0,0,21.0,133.0,6438.0
0.36363636363636365,2,0.0,0,1,0,0,7.0,208.0,6862.0
0.6153846153846154,1,0.0,0,1,0,0,12.0,18.0,6345.0
0.0,3,0.0,0,1,0,0,12.0,63.0,6795.0
0.2857142857142857,1,0.0,0,1,0,0,12.0,13.0,3898.0
0.35294117647058826,1,0.0,0,1,0,0,24.0,9.0,5531.0
0.0,1,0.0,0,1,0,0,12.0,59.0,6018.0
0.15384615384615385,1,0.0,0,2,0,0,12.0,18.0,6832.0
0.38461538461538464,1,0.3333333333333333,0,1,0,0,11.0,17.0,6778.0
0.4166666666666667,1,0.36363636363636365,0,1,0,0,12.0,36.0,6697.0
0.21052631578947367,1,0.0,0,1,0,0,24.0,18.0,6828.0
0.2727272727272727,2,0.0,0,1,0,0,11.0,105.0,6869.0
0.23076923076923078,1,,0,1,0,0,16.0,60.0,5838.0
0.4444444444444444,1,0.0,0,1,0,0,12.0,58.0,6855.0
0.38461538461538464,1,,0,1,0,0,12.0,26.0,6706.0
0.5,1,0.0,0,1,0,0,24.0,31.0,6797.0
0.0,1,,0,22,0,0,12.0,19.0,6750.0
0.16666666666666666,1,0.0,0,1,0,0,12.0,22.0,6847.0
0.0,1,0.0,0,5,0,0,16.0,50.0,6843.0
0.0,1,0.0,0,1,0,0,21.0,95.0,6867.0
0.0,2,0.0,0,1,0,0,12.0,22.0,6809.0
0.0,1,0.0,0,16,0,0,12.0,25.0,6493.0
0.5,1,0.0,0,1,0,0,21.0,24.0,6786.0
0.5,1,0.25,0,1,0,0,12.0,96.0,6469.0
0.25,1,0.0,0,1,0,0,12.0,14.0,5385.0
0.2857142857142857,2,0.0,0,1,0,0,12.0,4.0,3193.0
0.0,1,,0,1,0,0,17.0,26.0,6657.0
0.0,1,,0,1,0,0,33.0,18.0,6690.0
0.0,2,0.0,0,1,0,0,12.0,29.0,5549.0
0.3076923076923077,1,,0,1,0,0,12.0,83.0,6798.0
0.17647058823529413,3,0.0,0,1,0,0,23.0,82.0,6879.0
0.0,2,0.0,0,1,0,0,16.0,19.0,5807.0
0.2,1,0.0,0,1,0,0,26.0,22.0,5399.0
0.0,1,,0,16,0,0,7.0,81.0,4922.0
0.05263157894736842,2,0.0,0,1,0,0,10.0,18.0,6792.0
0.0,1,0.0,0,1,0,0,12.0,29.0,6261.0
0.0,1,0.0,0,1,0,0,12.0,15.0,5948.0
0.16666666666666666,1,,0,1,0,0,11.0,20.0,4788.0
0.5,1,,0,1,0,0,17.0,23.0,5800.0
0.5,1,0.0,0,1,0,0,22.0,20.0,6837.0
0.0,3,0.0,0,18,0,0,1176.0,286.0,6974.0
0.0,1,,0,1,0,0,19.0,83.0,6852.0
0.07692307692307693,4,0.0,0,19,0,0,7.0,152.0,6756.0
0.0,2,0.0,0,1,0,0,37.0,466.0,6916.0
0.15384615384615385,1,0.0,0,1,0,0,41.0,138.0,6833.0
0.15789473684210525,2,0.0,0,1,0,0,25.0,92.0,6788.0
0.0,1,0.0,0,1,0,0,13.0,38.0,6895.0
0.3333333333333333,1,0.0,0,1,0,0,12.0,23.0,5889.0
0.25,1,,0,1,0,0,12.0,30.0,6766.0
0.2857142857142857,1,,0,1,0,0,10.0,10.0,7723.0
0.4,2,0.0,0,1,0,0,11.0,112.0,7984.0
0.36363636363636365,2,0.0,0,1,0,0,10.0,32.0,3561.0
0.2857142857142857,2,0.26666666666666666,0,1,0,0,11.0,12.0,6723.0
0.375,2,0.0,0,1,0,0,1.0,80.0,7785.0
0.3333333333333333,1,0.18181818181818182,0,1,0,0,10.0,18.0,2971.0
0.46153846153846156,2,0.0,0,1,0,0,39.0,139.0,7654.0
0.4,2,0.0,0,1,0,0,10.0,32.0,7382.0
0.0,2,0.0,0,1,0,0,10.0,19.0,3147.0
0.0,7,0.0,0,15,1,0,439.0,9811.0,1896.0
0.0,3,0.0,0,18,0,0,32.0,132.0,756.0
0.0,1,0.0,0,1,0,0,1.0,330.0,4866.0
0.3076923076923077,1,,0,1,0,0,17.0,19.0,7233.0
0.3333333333333333,1,,0,1,0,0,17.0,27.0,8195.0
0.5,1,,0,1,0,0,17.0,24.0,8123.0
0.5,1,0.25,0,1,0,0,10.0,19.0,8287.0
0.4166666666666667,2,0.0,0,1,0,0,10.0,16.0,6687.0
0.0,3,0.0,0,17,0,0,13.0,298.0,7472.0
0.4,1,,0,1,0,0,10.0,18.0,6660.0
0.34782608695652173,3,0.0,0,1,0,0,10.0,74.0,6870.0
0.6,1,,0,1,0,0,10.0,20.0,7358.0
0.5,2,0.0,0,1,0,0,14.0,61.0,6787.0
0.3,1,0.0,0,1,0,0,15.0,35.0,7486.0
0.38461538461538464,1,0.2,0,1,0,0,11.0,11.0,6717.0
0.36363636363636365,2,0.0,0,1,0,0,10.0,20.0,6639.0
0.23076923076923078,1,,0,1,0,0,17.0,25.0,8073.0
0.6363636363636364,1,0.0,0,1,0,0,58.0,314.0,6754.0
0.46153846153846156,1,,0,1,0,0,10.0,15.0,6730.0
0.4444444444444444,1,,0,1,0,0,16.0,12.0,8150.0
0.4444444444444444,1,0.0,0,1,0,0,10.0,17.0,7630.0
0.25,1,,0,1,0,0,16.0,50.0,8288.0
0.17647058823529413,2,0.0,0,1,0,0,16.0,29.0,8152.0
0.36363636363636365,1,0.0,0,1,0,0,10.0,12.0,6854.0
0.3076923076923077,2,0.0,0,1,0,0,12.0,19.0,6903.0
0.3333333333333333,1,,0,1,0,0,16.0,12.0,8144.0
0.0,3,0.0,0,1,0,0,15.0,38.0,6720.0
0.36363636363636365,1,,0,1,0,0,10.0,16.0,8255.0
0.4,1,,0,1,0,0,17.0,20.0,7133.0
0.5555555555555556,1,,0,1,0,0,18.0,23.0,6651.0
0.36363636363636365,1,0.0,0,1,0,0,10.0,13.0,8241.0
0.0,3,0.0,0,23,1,0,77.0,1074.0,2214.0
0.4,2,0.0,0,1,0,0,16.0,39.0,6695.0
0.0,2,0.0,0,1,0,0,15.0,22.0,7492.0
0.16666666666666666,1,,0,1,0,0,15.0,18.0,6791.0
0.1875,2,0.0,0,1,0,0,16.0,47.0,6527.0
0.3333333333333333,1,,0,3,0,0,15.0,38.0,6840.0
0.36363636363636365,1,,0,1,0,0,16.0,62.0,6811.0
0.5263157894736842,1,,0,1,0,0,15.0,42.0,3573.0
0.26666666666666666,1,,0,1,0,0,16.0,16.0,6776.0
0.4,2,0.0,0,1,0,0,16.0,28.0,4791.0
0.2,1,0.0,0,1,0,0,15.0,28.0,3993.0
0.25,1,,0,1,0,0,12.0,12.0,7441.0
0.1111111111111111,1,0.0,0,6,0,0,15.0,82.0,6884.0
0.0,4,0.0,0,1,0,0,16.0,34.0,7741.0
0.25,2,0.0,0,1,0,0,15.0,27.0,8368.0
0.0,2,0.0,0,1,0,0,16.0,42.0,6801.0
0.0,3,0.0,0,2,0,0,16.0,53.0,7794.0
0.2222222222222222,2,0.0,0,1,0,0,16.0,6.0,6801.0
0.0,2,0.0,0,1,0,0,15.0,20.0,6653.0
0.9090909090909091,1,1.0,0,1,0,0,15.0,53.0,6813.0
0.21428571428571427,2,0.0,0,11,0,0,25.0,279.0,7151.0
0.5555555555555556,2,0.0,0,1,0,0,15.0,12.0,7467.0
0.2,1,,0,1,0,0,15.0,21.0,7320.0
0.2727272727272727,2,0.25,0,1,0,0,18.0,39.0,7852.0
0.2,1,0.0,0,1,0,0,15.0,38.0,8174.0
0.3076923076923077,1,,0,1,0,0,15.0,7.0,4568.0
0.0,2,0.0,0,1,0,0,18.0,63.0,7699.0
0.23076923076923078,1,0.0,0,1,0,0,18.0,63.0,6528.0
0.16666666666666666,2,0.0,0,1,0,0,15.0,37.0,6870.0
0.23529411764705882,1,,0,1,0,0,16.0,46.0,3485.0
0.5555555555555556,2,0.0,0,1,0,0,29.0,236.0,8355.0
0.0,2,0.0,0,2,0,0,16.0,39.0,7420.0
0.3333333333333333,1,,0,1,0,0,15.0,18.0,7597.0
0.0,2,0.0,0,1,0,0,15.0,14.0,7613.0
0.3333333333333333,1,,0,1,0,0,15.0,23.0,8257.0
0.35714285714285715,3,0.0,0,12,0,0,15.0,50.0,7827.0
0.23076923076923078,1,0.0,0,1,0,0,15.0,23.0,8167.0
0.25,1,,0,1,0,0,15.0,14.0,7330.0
0.2,1,0.2,0,1,0,0,15.0,43.0,5206.0
0.0,2,0.0,0,23,1,0,109.0,592.0,456.0
0.26666666666666666,1,0.26666666666666666,1,6,0,0,39.0,57.0,7875.0
0.36363636363636365,1,0.0,0,1,0,0,17.0,55.0,4986.0
0.13333333333333333,2,0.0,0,1,0,0,563.0,1259.0,7273.0
0.3333333333333333,1,,0,1,0,0,15.0,18.0,7590.0
0.4,1,,0,1,0,0,15.0,11.0,6782.0
0.36363636363636365,2,0.0,0,1,0,1,0.0,308.0,7920.0
0.3333333333333333,2,0.0,0,1,0,0,15.0,13.0,6360.0
0.3333333333333333,1,0.0,0,1,0,0,14.0,57.0,6706.0
